0	60	48
1	102	94
1	70	56
106	81	163
107	174	214
128	205	193
140	81	10
161	217	155
165	15	21
177	89	40
191	129	45
201	148	199
203	24	29
223	194	125
231	41	138
239	59	44
251	106	74
251	154	153
252	146	114
252	187	161
252	205	229
253	191	111
255	127	0
255	194	27
33	113	181
35	139	69
53	151	143
66	146	198
8	48	107
84	48	5
